Country,Day,NeffBefore,NeffAfter,Mu,Lambda,Kappa,Iota,Gamma,Eta,Epsilon,Delta,Beta,Alpha,Other
Ireland,2021-08-01,18391.295336381212,7158.504028657459,3.558989096026082e-5,9.997076813532303e-5,0.0005851486569408178,1.9824014676183533e-6,7.216442521512584e-6,3.570822978839725e-5,2.8796763619940574e-6,0.9901756734506539,4.465451452580505e-6,0.008872086864974807,0.00017927816674276247
Israel,2020-11-01,168.087443433047,8330.730843099785,3.3973425752976694e-10,3.597078636981952e-8,4.0883309700458335e-10,1.513541161483794e-6,1.5965573862701682e-8,2.7770854593318147e-7,0.00031903710764907736,9.145989929417258e-11,0.0025391941757118407,0.012324450596804398,0.9848154740937396
Israel,2021-03-15,8061.421176366998,4750.97513652591,2.6710650730239946e-5,0.0016792245886975495,3.245217928055258e-5,0.0010408366275874588,0.0009137395885361634,0.0015968437186433687,0.0004469897589554647,0.0012774683373601456,0.017106091331666722,0.9338303636585874,0.04204927955995529
Israel,2021-08-01,7544.936421039427,613.1596307624159,5.845798181232872e-5,0.0003210708461086703,4.529878373096712e-5,1.0659465557201325e-5,0.0007281231937839877,0.00017331528173962182,3.027271431335913e-8,0.9946410458066891,4.0442324820027385e-6,0.0022808082004825594,0.0017371459348991909
Italy,2020-11-01,1521.699110537712,20073.77739056632,1.2072021263820572e-7,1.343675016192711e-8,2.739391298036802e-7,2.2136005805307963e-7,0.0004865117271348597,0.00015405902078510447,7.049647249314798e-5,3.097729371261281e-8,5.478687606071715e-5,0.01710257787283258,0.9821309075972492
Italy,2021-03-15,13512.604577973823,29926.751240433816,0.00043957675440355184,6.202461700422915e-5,0.0002957655463251308,0.00016079691284392504,0.04930279188769054,0.01172446883472886,7.031261078768337e-5,0.0011691842890194524,0.0028209688576305023,0.7560072014359086,0.1779469082536577
Italy,2021-08-01,30748.42417414449,8613.144013322082,0.0011735295552251137,0.00016838685235679915,8.609741022774558e-5,3.296319581746857e-5,0.010992511886739217,0.0007190908851252629,1.8626833503391638e-6,0.9532836786449954,0.00018428800851024278,0.03263621076039458,0.000721380117257683
Japan,2020-11-01,8941.716560194123,37705.069896008376,9.117256500284377e-6,7.415261372063986e-6,1.9526081523343715e-5,5.0240453890684525e-5,0.00019762387519330196,0.00019348466503316656,0.0003374469470762666,9.851612566707875e-13,0.0001586162293505873,0.00020654285540467766,0.9988199863736709
Japan,2021-03-15,20422.80834824842,66213.63862667684,6.854300679318704e-5,7.083409392452024e-5,0.0006576691451826717,0.00016363056755552016,0.003798211485706681,0.0005787578581867353,0.0005218215788340085,2.2795416670940004e-5,0.0030963429534062135,0.3157804208872086,0.675240973006531
Japan,2021-08-01,62011.84626340206,28200.584246334263,3.4103549728299277e-6,3.679499674281785e-5,3.5176990052168433e-6,8.307463112888724e-7,3.1220231334274825e-5,8.893547219365823e-7,1.3087592317942032e-7,0.8368776252863827,3.75047119488903e-5,0.1628640207244526,0.0001440550182042623
Jordan,2020-11-01,459.02429301150863,166.75830260200615,0.0,0.0,1.0920450244124776e-9,0.0,0.00012424152724645744,0.0018321985461932238,0.0,6.509522591843181e-17,2.7386146443756994e-5,0.03566998786401696,0.9623461848240548
Jordan,2021-03-15,343.17431104200426,68.67350314554189,0.0,0.0,0.007954991230993576,0.0,0.09171584079228148,0.0070141595015434655,0.0,6.361605651432203e-5,0.044454358344895924,0.721729746779054,0.12706728729471717
Jordan,2021-08-01,117.04177367250311,28.760311669930044,0.0,0.0,8.528964464743286e-5,0.0,3.2326270582144775e-7,2.1638987627157233e-10,0.0,0.9999137470471288,3.4104408657522377e-7,2.7845637443558224e-7,2.0328667198987613e-8
Kenya,2020-11-01,590.7601800379281,1092.8243078208086,0.0,0.0,3.577748037475364e-7,0.0,0.0,0.0005982130334745324,0.0,9.07000391581571e-10,0.000680555335433192,0.0008747527144261027,0.9978461202348617
Kenya,2021-03-15,806.5909895898891,1392.2448560808425,0.0,0.0,0.003085203361979748,0.0,0.0,0.033729956185223356,0.0,0.004640822635323281,0.19647881111650184,0.6532219796571053,0.10884322704386651
Kenya,2021-08-01,1483.688503089117,312.86008261984813,0.0,0.0,8.573798413811879e-5,0.0,0.0,1.911518183300392e-5,0.0,0.991322423611574,0.0008641779578683054,0.007704475612576055,4.069652010663214e-6
Latvia,2020-11-01,446.6156733404363,2572.275928521091,0.0,0.0,0.0,0.0,3.8667046054864143e-8,6.26021960721924e-8,0.0,6.743200896862712e-15,9.104277062439385e-6,0.0002431952519650109,0.9997475992017235
Latvia,2021-03-15,1929.1224904077162,3278.70463220091,0.0,0.0,0.0,0.0,0.00013390082393545933,0.00013360323948686888,0.0,1.5473330527981384e-5,0.0022845369324897115,0.5246229812064851,0.4728095044670748
Latvia,2021-08-01,3203.4598901462737,0.0,0.0,0.0,0.0,0.0,0.00039426269390872745,1.0036075737798328e-5,0.0,0.9776612999736219,2.965195943050295e-5,0.021895324175815214,9.42512148571793e-6
Lebanon,2020-11-01,22.792978783175926,564.7612752312695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.872312090061417e-20,0.0,7.407790014841925e-5,0.9999259220998515
Lebanon,2021-03-15,526.5683792131828,393.4026639001293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.31694681849525e-6,0.0,0.9986890934707499,0.001308589582431721
Lebanon,2021-08-01,527.5014429321237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9997269022842918,0.0,0.0002730977021415898,1.3566553619041614e-11
Lithuania,2020-11-01,97.3694574224478,6937.033776698309,0.0,0.0,0.0,4.761267525786367e-10,1.5545382182642912e-9,7.111225295482196e-15,0.0,2.8946605554266585e-24,0.00012946076357374023,0.00011656244347740539,0.9997539747622768
Lithuania,2021-03-15,3447.5676252970234,12373.93926180337,0.0,0.0,0.0,0.00015393822938925575,0.0001225096525300357,1.0165704748584304e-6,0.0,7.397139445128367e-10,0.001453587116517614,0.5528424058004995,0.445426541890875
Lithuania,2021-08-01,10496.237753801037,4031.274955513524,0.0,0.0,0.0,4.499463689562959e-6,2.0613277566719477e-5,9.900569880569165e-5,0.0,0.9980165958748223,1.0282929721109433e-8,0.0018484713595461743,1.080404263977698e-5
Luxembourg,2020-11-01,904.5489495448539,6301.632430819443,1.5468197763098188e-9,0.0,1.054649693382049e-7,0.0,7.876222697664013e-11,1.1590352819203634e-7,8.024421310539749e-6,1.1937344153030767e-11,0.0007456752909644376,0.001301012527574778,0.9979450647541334
Luxembourg,2021-03-15,4498.832736448125,5912.500087883083,3.505287184303135e-5,0.0,0.0009199011923404607,0.0,0.0006742098093262609,0.0036590287782723462,0.00015740076765436814,0.00027988154177831264,0.15958551685614675,0.7199838117011925,0.11470519648144617
Luxembourg,2021-08-01,6888.951399899926,10.999722226508872,0.00010521380361546706,0.0,3.092761547399149e-5,0.0,0.3705353493081667,0.00045051160943034295,1.6670165855857405e-8,0.6243263582887689,0.00016075523289630516,0.004381482283120453,9.385188362067494e-6
Madagascar,2020-11-01,202.52470056934058,273.7549725837563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.816379358742191e-5,1.0188591309490912e-7,0.9999317343204994
Madagascar,2021-03-15,258.24590085384153,198.40621127410648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7787273092826973,0.0588222890059441,0.1624504017113587
Madagascar,2021-08-01,206.5578801553085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42312371203826515,0.5768759466006419,3.413610928590769e-7
Malawi,2020-11-01,1.7398189023331447,299.2917438435524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.915144892728572e-7,0.8533891219698835,0.005244803342972205,0.14136518317265503
Malawi,2021-03-15,274.9515827919026,212.68698350008466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02540630238912749,0.8895096388940602,0.018086470913617595,0.06699758780319465
Malawi,2021-08-01,319.8130808539307,11.995618208785668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9906345673832397,0.0004963741282428301,0.00015756009107933895,0.008711498397438015
Malaysia,2020-11-01,179.43482205243563,994.6313975929245,0.0,0.0,5.350648153042295e-6,0.0,0.0,0.0012585054343206884,0.0,6.388859885125315e-9,0.0016406534129162732,0.0010976072281919922,0.9959978768875581
Malaysia,2021-03-15,675.3818327047326,1429.1586600434707,0.0,0.0,0.0014988458502646603,0.0,0.0,0.002397461415299689,0.0,0.0016085490558015087,0.137775083918143,0.023476726804013946,0.833243332956477
Malaysia,2021-08-01,1159.960660459629,1098.9737279413948,0.0,0.0,0.0006680564037692756,0.0,0.0,1.8899629083144694e-5,0.0,0.9547405154876477,0.024310110256242714,0.001931916775476696,0.018330501447780385
Mayotte,2020-11-01,0.0,573.719459129783,0.0,5.304235533010337e-13,0.0,0.0,0.0,2.067674470876937e-9,0.0,1.3977262255105628e-16,8.03557041980074e-6,2.459211302548218e-9,0.9999919599021638
Mayotte,2021-03-15,631.2959983956943,25.623933889840558,0.0,0.0006703169644396156,0.0,0.0,0.0,0.012938062444116046,0.0,2.127924700585497e-6,0.9675261405757831,0.012111525205156851,0.006751826885803813
Mayotte,2021-08-01,239.09397028191344,12.986714054479211,0.0,0.08762304255468899,0.0,0.0,0.0,0.006141313075944926,0.0,0.8219962911855226,0.0661649863399171,0.01806835315790526,6.013686021002087e-6
Mexico,2020-11-01,1368.6741986840552,8559.653875838796,2.155524718756495e-8,1.1217606732769772e-6,4.986545268409732e-5,5.214842013600023e-5,9.091946075208546e-6,0.0,0.028988812226317346,9.045195615117147e-12,6.0656492766524955e-5,0.00031944932500857726,0.9705188328120464
Mexico,2021-03-15,4882.243849378617,16397.75275044267,0.00024537683665012565,0.0009108847808412689,0.00042404088404495897,0.0021314337697356613,0.01305481907164342,0.0,0.039228034647419606,2.2981570819123508e-5,0.001041968422893211,0.035975660756402524,0.9069647992595501
Mexico,2021-08-01,16529.370189203648,6311.167398875798,0.016137315285340747,0.003964463078546407,8.35786613452217e-6,0.0002252729452879929,0.041224654498112384,0.0,8.811195870959725e-5,0.9236032986046229,1.8611790082626532e-5,0.009134912723616296,0.005595001249546809
Mozambique,2020-11-01,42.352127395493085,348.2335797121917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1380322860673754e-22,0.39618579133474396,4.655812060334219e-11,0.6038142086186978
Mozambique,2021-03-15,344.0236449883187,105.7903723160908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.309113453929278e-9,0.8923056908900566,0.00032524830962954156,0.1073690514912003
Mozambique,2021-08-01,223.02718868664164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999971202604299,9.221279585002668e-11,2.879626407439498e-6,2.0949807295494633e-11
Netherlands,2020-11-01,2341.699083332652,23116.340114539653,1.5274110467660374e-8,5.059965925867986e-11,1.2195019835554578e-8,1.4386107175427608e-6,8.71602857963059e-6,5.6390052419496966e-5,4.272551102376565e-6,8.391234003022429e-15,0.0006412023549334966,0.00149559154133877,0.9977923613411702
Netherlands,2021-03-15,15912.409700822684,31937.4107704993,0.0005447858969655452,8.567330855302092e-6,0.00025197031750029815,7.743980429250807e-5,0.0145348172396395,0.0021290475348819645,0.00016045290924835028,9.35782424860068e-6,0.026750677725927832,0.8706597177310755,0.0848731656853646
Netherlands,2021-08-01,33700.08563779002,8855.622620760914,0.00021823913591292795,0.0001790518995133215,6.117096690603171e-5,1.58267281945586e-7,0.000281184423605945,1.8586794331615486e-6,2.2583894622214263e-7,0.9892026195235933,1.1438995967542064e-5,0.010040305236941315,3.7470318984000754e-6
New Zealand,2020-11-01,335.3023789059304,322.5230484921192,0.0,0.0,0.00010308918146947675,9.274792134706164e-5,0.00019542592627863904,0.0,0.00835317988011164,9.11826800314558e-7,0.012033317449149457,0.026749544318967176,0.9524717834958762
New Zealand,2021-03-15,296.93951190166774,577.9216450802663,0.0,0.0,0.017727042950855264,0.004555160224790057,0.029571349404791305,0.0,0.005558461622208349,0.02147404105757454,0.12052218833871071,0.6546088053958434,0.1459829510052263
New Zealand,2021-08-01,249.7892985196813,936.9119954599812,0.0,0.0,0.00035079721111850085,2.762439122347729e-5,0.000988194849165377,0.0,1.7424005321666765e-6,0.9881122837639734,0.002080594824003661,0.00814931210346919,0.0002894504565140207
Nigeria,2020-11-01,141.72410447119472,776.9059867482572,0.0,0.0,2.445387481930454e-5,0.0,0.0,0.12121461586796975,0.0,1.7407576136356379e-6,0.00016549448230982863,0.14790979091407844,0.730683904103209
Nigeria,2021-03-15,762.3740302283594,732.5241605756075,0.0,0.0,0.001404045192100427,0.0,0.0,0.466608892807755,0.0,0.012240202505338856,0.0022779093765151405,0.2545906244143188,0.2628783257039718
Nigeria,2021-08-01,705.6758037851404,938.6919513711973,0.0,0.0,0.00028657975488519886,0.0,0.0,0.014531089225796394,0.0,0.9368613048533433,0.0007908290761448019,0.004541994877528489,0.04298820221230194
North Macedonia,2020-11-01,80.55110537289094,341.57260654986123,0.0,0.0,0.0,0.0,0.0,0.0,0.0006456556043806345,8.102563555472985e-17,1.4541086108450946e-5,0.0011242021588365931,0.9982156011506742
North Macedonia,2021-03-15,303.99654010957454,218.22852978737714,0.0,0.0,0.0,0.0,0.0,0.0,0.0014151704348631187,4.707390869905633e-7,0.0032316088778028395,0.8035507830111014,0.19180196693714563
North Macedonia,2021-08-01,285.5933924407381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.781195971360081e-8,0.9825483957179971,2.9880660302675214e-6,0.017438788326841717,9.76007717119663e-6
Norway,2020-11-01,1131.3472316045802,10075.87158204554,0.0,9.10309834432477e-6,1.6048570685617515e-7,0.0,1.2145177775619958e-7,7.067979170740256e-5,0.0001676397879101039,1.978519136813393e-13,0.0002856900537957339,0.00039094149547181506,0.9990756638350882
Norway,2021-03-15,7162.648259451996,13774.437374897898,0.0,2.8368457578211744e-5,0.0002458900008551872,0.0,0.0004102316541995172,0.010689195525990958,0.0003263196027640572,4.27980963084279e-5,0.03769741038923817,0.8680491184809949,0.08251066779207039
Norway,2021-08-01,13349.649548254292,5199.244944067674,0.0,1.1812192924920107e-5,6.909844015928306e-7,0.0,0.00022543576835526636,1.3597377905430251e-5,3.027933252582598e-7,0.9519341621869376,3.746974829393889e-5,0.04777580938580219,7.195620540115508e-7
Oman,2020-11-01,105.49523264754755,108.81423633816893,0.0,0.0,0.00017181051307202402,0.0,0.0,1.4782126127707626e-6,0.0,0.0007087527919287208,0.02233026373248176,0.0897114770982801,0.8870762176516247
Oman,2021-03-15,69.48146946210073,201.87836550398518,0.0,0.0,0.008056095293310406,0.0,0.0,0.0006636965667674877,0.0,0.07064462327580681,0.049893851986395905,0.7605349420812959,0.11020679079642352
Oman,2021-08-01,220.64529201277335,0.9628971813652977,0.0,0.0,0.0008164166592990349,0.0,0.0,0.02198641428408532,0.0,0.9361551235448031,0.0001927490644249127,0.04073537679237794,0.00011391965500987443
Pakistan,2020-11-01,49.50787716129839,285.9879065977095,0.0,0.0,0.0,0.0,1.4113032541149738e-6,1.5939156059068727e-8,0.0,2.972678599864122e-9,8.940171005575075e-6,0.008676539945595637,0.99131308966831
Pakistan,2021-03-15,102.92455421679041,596.4939655130834,0.0,0.0,0.0,0.0,0.0012692754843649202,0.00038166078692079375,0.0,0.0014866360156452181,0.0376595680980658,0.842190369908332,0.11701248970667122
Pakistan,2021-08-01,535.7071979437778,180.3205603115133,0.0,0.0,0.0,0.0,0.0001705164305067808,0.0019300345737134834,0.0,0.8917972435257445,0.036369932521531166,0.06967522874607368,5.704420243038412e-5
Panama,2020-11-01,224.85621649355116,339.2759811285871,5.007685005301517e-10,2.4598203161888702e-14,0.0,0.0,4.698915901161507e-8,0.0,6.733543242571015e-7,0.0,0.002489296166210379,1.4767436362802326e-16,0.997509982989513
Panama,2021-03-15,376.03539242179437,106.68026505002805,0.00232361964709461,0.0013699966788082202,0.0,0.0,0.046019167147788455,0.0,0.004316352087304829,0.0,0.003181801891260782,0.0010838614488430172,0.9417052010988999
Panama,2021-08-01,192.7117821641484,0.0,1.9987211616128366e-10,0.0008086385604759055,0.0,0.0,3.258467670196313e-12,0.0,1.6027089239626984e-15,0.0,8.365344617361832e-21,0.999191361236392,7.585849898949845e-17
Papua New Guinea,2020-11-01,11.152601039806639,309.2400247251079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.207554253330937e-15,0.0,0.0,0.9999999999999978
Papua New Guinea,2021-03-15,174.21690810345106,429.8915898937503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.64675465135138e-6,0.0,0.0,0.9999933532453485
Papua New Guinea,2021-08-01,342.3120962581045,153.24671866508268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9210762354582656,0.0,0.0,0.07892376454173433
Peru,2020-11-01,480.573802266379,1819.1878308838418,7.417778356944941e-8,0.008286639446825268,0.0,0.0,0.0012048472779388115,0.0,0.0006178159274419006,6.82308316234194e-10,0.0,0.0012376961829965968,0.9886529263047056
Peru,2021-03-15,1024.8690318734407,3520.4599162151385,0.0006551410113989789,0.6447634717891,0.0,0.0,0.13897576873082187,0.0,0.00135583000573732,6.568376425983822e-5,0.0,0.011834377143664214,0.20234972755501796
Peru,2021-08-01,3517.4727915999956,1126.315950897832,0.03842327094666044,0.4640786972632444,0.0,0.0,0.3533396604119719,0.0,1.271110049273958e-5,0.14243998428982682,0.0,0.0003499244616787506,0.0013557515261250997
Philippines,2020-11-01,48.046897845171884,4173.385809028016,0.0,0.0,0.0,0.0,2.678115016675163e-5,0.0001578306179577933,0.0,1.605206168938011e-10,0.00013801708153632556,0.0002161944164709771,0.9994611765733474
Philippines,2021-03-15,3231.4936708398945,3027.33669073115,0.0,0.0,0.0,0.0,0.0004594543812165385,0.0019132736611999223,0.0,0.0002403065824524537,0.3867280688123706,0.3306463660853314,0.28001253047742913
Philippines,2021-08-01,3708.3301678810503,0.0,0.0,0.0,0.0,0.0,1.836700616341587e-6,3.8527482462026004e-5,0.0,0.6387126588862428,0.19724256021494738,0.1636153886073897,0.00038902810834169117
Poland,2020-11-01,93.89373883750805,8368.452437235628,5.861801393230968e-13,1.1231821374530292e-11,0.0,0.0,1.0766150065346125e-9,0.0001586885728414208,0.0,5.47322359815422e-13,5.846163097284075e-6,0.0006629738916098921,0.9991724902834711
Poland,2021-03-15,4368.393240904632,13652.755779967121,5.817097371422179e-6,3.860700704121342e-6,0.0,0.0,0.00021143099724050442,0.0009238445711521397,0.0,4.909723982626092e-5,0.002880561364064562,0.8828094681222373,0.113115919907404
Poland,2021-08-01,12080.037904538001,2521.8716754823977,0.0018931239918163264,8.459837352392402e-5,0.0,0.0,0.0019241803499691484,1.5475295944919935e-7,0.0,0.9552854762489341,0.0001250941486461949,0.04066768638032706,1.968575382377886e-5
Portugal,2020-11-01,513.2093606277333,5417.660405847492,2.869040555797895e-10,7.16893776561171e-7,3.0708373212507265e-6,6.213220676527928e-6,4.351304922510709e-5,1.3124226517236218e-6,0.0,7.798263433588102e-12,0.00019934828228918868,0.008059492767173165,0.9916863322321843
Portugal,2021-03-15,3693.7488538395905,8036.074451638633,0.00013258171449725544,0.00026430086156275265,0.0014559203238743526,0.0003821522536911176,0.02324725280481256,0.002448447595475058,0.0,0.0004079021453998834,0.020479670134075416,0.8098923340165408,0.1412894381500708
Portugal,2021-08-01,8604.47110185871,3518.398559009825,0.0007887009617428987,2.7201584529261364e-6,4.186115433587774e-6,4.786059396182625e-7,0.00044597794154547073,0.00013244160729283436,0.0,0.9945593155685245,5.309103133506188e-5,0.004008795527365358,4.2924823678071395e-6
Puerto Rico,2020-11-01,141.89484371056437,971.5567877533697,8.415910489714136e-11,4.816649333179653e-7,4.940861412041413e-6,0.0009926348022868566,3.10468300104369e-7,7.68863641313193e-6,0.009108037705957533,2.1430398378446656e-19,8.980594804182401e-6,0.0023559570527886026,0.9875209681289452
Puerto Rico,2021-03-15,337.59180797788923,1989.4340868918905,0.0005280505593927542,0.0010248155585927932,0.0005909953184898196,0.1285593851765615,0.0063001157896219505,0.0034251162668746714,0.026245965857828665,2.4231335396706243e-7,0.0006597500415931703,0.5003059388464,0.3323596242712905
Puerto Rico,2021-08-01,1761.0795446320801,477.56485196260894,0.011103063976522385,7.939773370370291e-5,2.0756582143448755e-6,0.0004875932685067594,0.003589469926274715,1.090692802435373e-5,9.189140584627632e-6,0.9817986896457145,1.0544506235435357e-6,0.0023286769886583713,0.0005898822831726233
Qatar,2020-11-01,703.9697555390328,746.3628030957847,0.0,0.0,1.812070737478339e-5,0.0,0.0,2.6067472752340916e-5,0.0,1.8826485113489695e-8,0.009029840285644429,0.050485059487050246,0.9404408932206932
Qatar,2021-03-15,622.356088172912,852.3189401757642,0.0,0.0,0.004554032500329763,0.0,0.0,0.0016455048808911707,0.0,0.0066255237199436936,0.45780243861282216,0.21751807012834395,0.3118544301576692
Qatar,2021-08-01,867.2492431744295,2.9880858572852365,0.0,0.0,0.00011469829342883905,0.0,0.0,1.4573624712215507e-5,0.0,0.9912186163641254,0.007755779181494487,0.0004721546779246737,0.00042417785831422425
Reunion,2020-11-01,0.8955075651043862,1139.2281336375695,0.0,0.0,0.0,0.0,0.0,1.760518933922031e-5,0.0,1.823316096659569e-13,0.0016846851143198255,0.0005251989430945362,0.9977725107530643
Reunion,2021-03-15,787.6749143583006,1885.7930338428687,0.0,0.0,0.0,0.0,0.0,0.004739727612450031,0.0,5.617630547225934e-6,0.8242148405050527,0.056924958025923865,0.11411485622602627
Reunion,2021-08-01,2019.4548330285227,674.7059607006806,0.0,0.0,0.0,0.0,0.0,0.00046572770757853324,0.0,0.5486725428503397,0.44098525456402876,0.009857892464392438,1.858241366054287e-5
Romania,2020-11-01,68.32355549666406,653.2394528423287,9.33349069134211e-9,0.0,3.693961458830175e-6,2.402677260946891e-5,6.279157489891861e-5,0.0,0.0,1.1054103072816472e-7,4.5150323213432675e-5,0.019941548368879316,0.9799226691244187
Romania,2021-03-15,373.8202070918839,1340.9787340798089,3.519481252626222e-5,0.0,0.0008189008305226278,0.001995687970432782,0.010739486796926406,0.0,0.0,0.0020624593680899695,0.006877413793228494,0.7862287342334984,0.19124212219477485
Romania,2021-08-01,993.0247158164475,1134.4029213560298,0.0006384720237717703,0.0,6.249428139547372e-5,8.019264048702117e-5,0.0019334820692957447,0.0,0.0,0.9404849152657391,0.0004764465548394264,0.056006311650061875,0.00031768551440967605
Russia,2020-11-01,1161.5922223872285,2526.171397165425,0.0,0.0,2.8827678858149203e-5,0.0,0.0,4.6783709173716623e-7,0.0,2.126437991852977e-9,0.0006924009714449799,0.005722517147392995,0.993555784238774
Russia,2021-03-15,1842.4952722665496,3444.666894619002,0.0,0.0,0.00035584258723814183,0.0,0.0,0.0007004819983133543,0.0,0.0035143144292004522,0.00981997361878864,0.12472769475732938,0.8608816926091302
Russia,2021-08-01,3912.7338274127014,598.3158644846368,0.0,0.0,2.184098977631691e-6,0.0,0.0,0.00020083494931751977,0.0,0.9970229326763959,6.546244588194748e-5,0.0010819273673666162,0.0016266584620604554
Rwanda,2020-11-01,83.03629175837993,242.42972690085014,0.0,0.0,0.0,0.0,0.0,0.006393385150027566,0.0,0.0004941651215142622,0.01669528210347578,0.0022057143233094167,0.9742114533016728
Rwanda,2021-03-15,213.25905981871483,220.41846710985453,0.0,0.0,0.0,0.0,0.0,0.016954046095381863,0.0,0.0701964518611848,0.21291554540374735,0.031166417577316963,0.668767539062369
Rwanda,2021-08-01,317.4626972308355,43.45183115427879,0.0,0.0,0.0,0.0,0.0,8.758695389280666e-5,0.0,0.9474537860428505,0.025799304191625873,0.01220926794599819,0.014450054865632757
Saudi Arabia,2020-11-01,377.6217734947563,104.48487666052252,0.0,0.0,1.57743417666243e-7,0.0,0.0,0.0,0.0,0.0,1.2046403430373313e-7,3.40566422362977e-8,0.9999996877359056
Saudi Arabia,2021-03-15,185.64396914076417,10.614285434768364,0.0,0.0,0.010334314697632494,0.0,0.0,0.0,0.0,0.0,0.009500155145825917,0.02290104068442426,0.9572644894721171
Saudi Arabia,2021-08-01,60.64167130850693,0.0,0.0,0.0,0.021964756611940032,0.0,0.0,0.0,0.0,0.0,0.03140605242419766,0.9465731854687179,5.600549514430494e-5
Senegal,2020-11-01,106.76226565938234,225.3834905728843,0.0,0.0,1.4901601279729665e-9,0.0,0.0,0.00025842622025812226,0.0,0.00012614852634019154,0.0,0.037115829135169656,0.9624995946280719
Senegal,2021-03-15,229.8338992051331,77.93536331847152,0.0,0.0,1.940453508006186e-5,0.0,0.0,0.030211580708753117,0.0,0.07448241146122825,0.0,0.1866958261306539,0.7085907771642849
Senegal,2021-08-01,136.21703760553726,22.775350370561448,0.0,0.0,0.021668109691719926,0.0,0.0,0.0576992489189707,0.0,0.8773066592432304,0.0,0.02030764082068232,0.02301834132539664
Singapore,2020-11-01,578.6463170681648,1192.9850401392657,0.0,0.0,0.00012775116527238408,0.0019960990896813204,2.6966207781410614e-6,0.00024065892595382857,0.002076042069750204,9.157072759908155e-10,0.0009623820760770759,0.030346855122816107,0.9642475140139636
Singapore,2021-03-15,489.4484410608711,3292.9303589805654,0.0,0.0,0.05985120006251641,0.0075414819703566215,0.004637511886674475,0.012585266565197808,0.0045961035925522805,0.019978433883025004,0.2177930803144452,0.25349927839796615,0.41951764332726615
Singapore,2021-08-01,2708.9298356983254,2535.1123042505683,0.0,0.0,7.883795179715451e-5,4.685180383708377e-7,7.303703261829459e-5,6.536628159577416e-6,1.2935354200362656e-7,0.9994623924248428,0.0002882540374712583,6.306229386479266e-5,2.728175966570268e-5
Sint Maarten,2020-11-01,0.0,232.8174931814391,5.934002359166958e-16,2.339692999794942e-30,1.3889056951846697e-11,8.38776931616128e-12,6.314134355247835e-20,0.0,6.547074939724291e-7,1.046950864193019e-23,8.77454630903466e-12,1.7908681552430425e-12,0.9999993452596629
Sint Maarten,2021-03-15,54.08557867218103,813.8965766332095,0.0018307833410113527,2.1499731021233577e-13,0.026907540947387072,0.1170560004209391,2.282820002763143e-5,0.0,0.0060434959890241285,3.4145526121033443e-6,0.013734594867811426,0.7122349909262448,0.1221663507547275
Sint Maarten,2021-08-01,476.52521605373175,899.7437863331913,0.0021780676420532683,0.000258107834945602,4.588324256714664e-6,0.0010060229179557217,0.0013941276624937638,0.0,4.295918644243873e-10,0.8075343281193811,2.0886002259019834e-6,0.18743619670532863,0.00018647176376756128
Slovakia,2020-11-01,21.444632698672525,2449.2671608241535,5.225788959670853e-7,0.0,8.118353457680055e-6,0.0,0.0,0.0,0.0,2.631596047088909e-5,0.001099956710324686,0.029005889784757766,0.9698591966120929
Slovakia,2021-03-15,1166.6293946099872,4585.185732235247,0.00025905634843294224,0.0,0.00026411260314293295,0.0,0.0,0.0,0.0,0.0048610390857720676,0.008623025738787704,0.9568822344993185,0.0291105317245458
Slovakia,2021-08-01,3978.927282580272,1627.2905531683202,0.0004466190546373001,0.0,5.177350448771731e-6,0.0,0.0,0.0,0.0,0.9187902654768023,0.00013634948689517204,0.08047931047675734,0.00014227815445898658
Slovenia,2020-11-01,1467.9191662193412,8357.505042683495,0.0,0.0,3.190883140072844e-6,1.1219352698055755e-9,5.451194024241763e-9,0.0010201133974772256,0.0,3.9747760180846906e-19,0.0005554765612792989,8.308435738867235e-5,0.9983381282275857
Slovenia,2021-03-15,5753.939363613634,11785.723804439867,0.0,0.0,0.00023909780435581616,8.791395858615442e-5,0.00015417552491546872,0.005714861898794344,0.0,1.5140853738447658e-7,0.003382313836130543,0.45756466282801,0.53285682274067
Slovenia,2021-08-01,10584.417693894515,4301.874388454812,0.0,0.0,3.38941815579831e-9,8.75447109329678e-6,8.997770887266578e-5,6.564461560439185e-8,0.0,0.9921581598271468,3.4024780945597226e-8,0.007739902156537188,3.1027775350880746e-6
