Country,Day,NeffBefore,NeffAfter,Mu,Lambda,Kappa,Iota,Gamma,Eta,Epsilon,Delta,Beta,Alpha,Other
Croatia,2021-03-15,1617.8666969113544,4417.30156994227,0.0,0.0,0.0,0.0007314152001084996,0.00015311759100027333,0.0,0.0,1.3663623907358173e-5,0.006833590463921041,0.7936645078087564,0.19860370531230648
Croatia,2021-08-01,4389.607878954625,801.2764217577746,0.0,0.0,0.0,8.002096204083386e-10,0.0002642726039558347,0.0,0.0,0.9926815123757499,2.317853964340539e-6,0.007047208271511585,4.688094608911051e-6
Curacao,2020-11-01,13.467129143863374,260.96977262467493,1.3102159231561731e-12,2.44059068211022e-5,1.1616448034775123e-11,0.0,1.2540930234478374e-13,0.0,1.7260822891309686e-8,1.8953027509780865e-29,0.0,1.2270612596192036e-6,0.9999743497580441
Curacao,2021-03-15,179.46893390756742,396.0941065529533,0.004819201665363257,0.0020246768402391153,0.0015203159414569403,0.0,0.002078583969697242,0.0,0.0035371588470234647,5.196151924397943e-10,0.0,0.9379331310861974,0.04808693113040738
Curacao,2021-08-01,371.41449100855976,172.624195700505,0.0028791074523820746,1.32824806234752e-10,6.770516284459805e-6,0.0,0.002310065896490525,0.0,3.485392629931337e-8,0.9944547315493757,0.0,0.0003492850162319151,4.582484366280124e-9
Czech Republic,2020-11-01,312.2838419641644,3117.945600674932,2.812782442806968e-8,0.0,4.079234026239203e-6,0.0,5.612506043254024e-7,2.9544140799184465e-9,0.0,2.7750663005290553e-10,0.0004601925320099909,0.059297019994002886,0.9402381156296115
Czech Republic,2021-03-15,2259.1805344920645,4686.102065225088,5.3479757262162076e-5,0.0,0.000652625235756523,0.0,0.0010669571545764945,1.3481450168948515e-5,0.0,0.0001494267228602849,0.014133500136462892,0.8621122991095451,0.12181823043336754
Czech Republic,2021-08-01,4552.572964448372,1977.9866249593863,2.398096553051377e-5,0.0,1.4156912990099124e-5,0.0,0.00054502380656541,9.986850956774111e-5,0.0,0.9863333236507023,0.00026949468773392266,0.011788542813080834,0.0009256086538292213
Democratic Republic of the Congo,2020-11-01,189.7162167962781,39.8267199166827,0.0,0.0,0.0,0.0,0.0,1.756931648054966e-9,0.0,1.0066660062532107e-6,0.0038225314251372853,0.014961229879847873,0.9812152302720767
Democratic Republic of the Congo,2021-03-15,48.8164271826327,69.583600355296,0.0,0.0,0.0,0.0,0.0,0.001001721538223267,0.0,0.040072610957834126,0.20261629419890057,0.15915825531021377,0.5971511179948283
Democratic Republic of the Congo,2021-08-01,82.60826555613235,0.0,0.0,0.0,0.0,0.0,0.0,0.1925562670807412,0.0,0.7964283966622708,0.008331563354915493,0.002066864470038325,0.0006169084320343197
Denmark,2020-11-01,7885.541333003315,72714.31208526054,1.3454664071232106e-6,4.5940416272168997e-7,5.053040987224802e-7,1.068031944353409e-6,3.592453467510134e-8,4.692832545856325e-5,1.9872601417258973e-5,8.318093731857044e-18,2.791438986095068e-6,0.00028530999155694503,0.9996416835114337
Denmark,2021-03-15,54141.84043918658,73894.26110142072,0.00012028090487060601,4.941454346801576e-5,0.0005485906693609313,0.00015866782645157276,0.00043408044513179583,0.012420701835123336,0.0005902120212038214,4.1880062745029485e-7,0.0023744827997678394,0.895518269739214,0.08778488041478066
Denmark,2021-08-01,76044.39050249306,28405.881989471676,1.3960516276874094e-7,1.1431630628468651e-5,2.088736420479355e-7,6.226025467386515e-8,3.2869810814390245e-5,1.8574036560773647e-6,4.8446147088983e-8,0.994198869063209,3.906598300877507e-6,0.0057503383494591056,2.67958725120023e-7
Ecuador,2020-11-01,113.4583147493511,415.32980677522204,9.494425448626024e-7,0.0012407092565157177,0.0,0.018978347879288468,0.0006074160380360646,0.0,8.163502568086527e-5,6.295080926366241e-11,0.0,0.030328757542651616,0.9487621847523315
Ecuador,2021-03-15,102.96810925665632,1310.88853249783,0.0027340454798160793,0.0523447160696942,0.0,0.23337589124396851,0.032391929364507265,0.0,0.000618282200837947,2.2380848014677396e-5,0.0,0.1704600891500061,0.5080526656431552
Ecuador,2021-08-01,1631.8487523447882,135.9171956583518,0.21096155435878752,0.11303032980754073,0.0,0.09977331054556966,0.1403689646469743,0.0,0.00031557852171434296,0.28014528946762857,0.0,0.04375335728970472,0.11165161536208022
Egypt,2020-11-01,300.2899283132409,297.9069456292469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0184890317750712e-11,0.0,0.0005138411127789543,0.9994861588770363
Egypt,2021-03-15,309.01769340332,204.0922183431884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.935203996107297e-6,0.0,0.014830571864672229,0.9851634929313318
Egypt,2021-08-01,235.32234617142115,27.331827721751473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7576567729271613,0.0,0.011526221366221329,0.23081700570661728
Estonia,2020-11-01,231.54514227228879,2384.2922967108316,0.0,0.0,0.0,0.0,0.0,3.5386002157208816e-7,0.0,4.924152203675037e-25,3.5961330214609625e-6,0.00011809417485942311,0.9998779558320976
Estonia,2021-03-15,1526.8956497140819,3601.5398894352925,0.0,0.0,0.0,0.0,0.0,0.0003363193313315558,0.0,1.3195853289471615e-9,0.01077313795005625,0.7570065512454731,0.2318839901535538
Estonia,2021-08-01,3118.976800563987,1143.0028421697812,0.0,0.0,0.0,0.0,0.0,6.292386335256665e-10,0.0,0.9986918056473342,1.598257533174212e-6,0.0013065807662871922,1.4699606802396215e-8
Fiji,2020-11-01,2.9066847654772534,112.0818458127917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0367343978441494,0.0,0.15876357340896669,0.804502028746884
Fiji,2021-03-15,6.211815877242881,386.62657118924227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4405962931067793,0.0,0.33995049958494417,0.2194532073082765
Fiji,2021-08-01,474.81764889009094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999979222203,0.0,2.0263379617625956e-9,5.144178812986658e-11
Finland,2020-11-01,778.2671320587257,7103.99607259974,3.050445464050119e-9,0.0,4.801475266191116e-7,0.0,2.806431248317966e-8,0.0019258580219050896,0.00014507836654546055,2.116456089897517e-11,0.0011258271482549509,0.01670525174992017,0.9800974734299253
Finland,2021-03-15,6559.790273833329,7165.196009935429,6.583812936287606e-5,0.0,0.0008472298348890939,0.0,0.00013325976711794723,0.0018304087171503085,0.0001593484797401702,0.00034888837914938636,0.1294863835385434,0.6802947148177554,0.18683392833629156
Finland,2021-08-01,9145.146641872698,1910.1864542823275,6.190789900496875e-5,0.0,3.0308784964150268e-5,0.0,0.0016438342847424699,1.272479736439436e-7,2.412024998367586e-7,0.9946279408554851,0.0003811762128382896,0.003225027647955082,2.943586453662923e-5
France,2020-11-01,4203.212474420076,27636.399043212787,4.420586576302062e-9,6.2964254989827736e-9,2.0587448887770588e-6,5.484507836068755e-6,1.3703982893434924e-5,8.740189821741997e-5,8.339109876132568e-5,1.9309020801655965e-12,0.0012676163612685113,0.025256159668268295,0.9732841730189231
France,2021-03-15,17324.553416714385,48018.83659332638,1.644108762253161e-5,8.21428021920921e-5,0.0003300229630621865,0.00017404887179371434,0.005948978534433662,0.014096017479099667,0.0002178901809594947,3.238140650495081e-5,0.06602158482913698,0.7561083520514679,0.1569721397937267
France,2021-08-01,47717.07331915813,18428.52396753059,0.0003022466973486749,0.0005856668362935268,8.707177574456693e-6,3.3451560015055314e-6,0.002264444953083331,0.0003883869510413016,1.1006762556724214e-6,0.9831068583633894,0.001669119483414504,0.011517595371579537,0.00015252833401822904
French Guiana,2020-11-01,0.0,282.36964187816375,0.0,0.0,0.0,0.0,1.4387033146936735e-9,0.0,0.0,8.522133868101203e-22,1.9122597741849563e-11,8.700279857761268e-9,0.999999989841894
French Guiana,2021-03-15,168.18370341201432,458.7260806994697,0.0,0.0,0.0,0.0,0.5398479589159083,0.0,0.0,6.542359665311102e-8,0.0046820838001356835,0.23001939185270745,0.22545050000765193
French Guiana,2021-08-01,413.94143255139824,215.67898093884526,0.0,0.0,0.0,0.0,0.5318626026137335,0.0,0.0,0.4499749924208415,0.00114148908189589,0.017017035198266015,3.880685263034584e-6
Gambia,2020-11-01,282.95107051287783,77.38806016159687,0.0,0.0,0.0,0.0,0.0,8.824088236006999e-6,0.0,5.220321168621435e-12,0.0,0.028177053628351555,0.971814122278192
Gambia,2021-03-15,146.9405018460445,92.07135606794819,0.0,0.0,0.0,0.0,0.0,0.021665008266667306,0.0,0.0006588889348623681,0.0,0.5815534917588563,0.3961226110396141
Gambia,2021-08-01,139.0676157893261,0.0,0.0,0.0,0.0,0.0,0.0,0.00035832408236926357,0.0,0.9990252977214686,0.0,0.00045787897062232356,0.0001584992255397337
Germany,2020-11-01,3349.6401831637563,70814.05857027389,2.7622583487096754e-9,3.360538225220436e-7,5.101681858252435e-8,6.517867980551191e-8,8.046557613943942e-8,1.068786157406158e-5,8.410227366512397e-7,3.0403970326106744e-13,0.00019237462362730562,0.0011765084206506401,0.998619052593952
Germany,2021-03-15,39906.56703670982,116893.553234091,5.4714623357202944e-5,0.0004937108458586469,0.00050039980398347,0.0002295946738177934,0.0013729646373234748,0.005879861630714994,8.424845072697661e-5,5.242826673044584e-5,0.022090469127229367,0.7675723198355003,0.20166928810475726
Germany,2021-08-01,95925.49789277939,48117.989086588546,2.8958884928410066e-6,5.7086909789910064e-5,2.5103385946749752e-5,4.424359430530473e-6,0.0031041394761377157,8.654112260972368e-5,5.678131017624688e-7,0.9815766190581372,9.764418831959908e-5,0.015031609466458542,1.3368331575263097e-5
Ghana,2020-11-01,110.52950509704038,585.4816869566816,0.0,0.0,0.00045296082788444673,0.0005304065685632932,5.704205255469069e-5,0.02008448957601754,0.0,0.00027722749802342405,0.008564192318748614,0.27189538436979055,0.6981382967884174
Ghana,2021-03-15,492.75092769478135,531.275984153473,0.0,0.0,0.007098528914986602,0.0039260512345192415,0.001060542191270895,0.08695892507939472,0.0,0.01762714578633096,0.023708708777882406,0.40223282527377535,0.45738727274184
Ghana,2021-08-01,675.4722630738806,105.0990929347867,0.0,0.0,0.0006799335529128559,0.00014422089378993627,0.000197534171643421,0.004349827464134932,0.0,0.9239308438034389,0.0007413544655755415,0.003754725148681617,0.06620156049982315
Gibraltar,2020-11-01,194.11905351001516,469.5360980752927,1.2100905239528333e-7,0.0,0.0,0.0,0.0,0.0,0.0,5.41733370142939e-9,0.0,0.03753343124824403,0.9624664423253698
Gibraltar,2021-03-15,553.8881057057317,487.3203095304327,0.00047059303641795275,0.0,0.0,0.0,0.0,0.0,0.0,0.0031904354052012395,0.0,0.6289761365445191,0.36736283501386147
Gibraltar,2021-08-01,714.3234419724969,363.9667928651964,0.0009019124089564803,0.0,0.0,0.0,0.0,0.0,0.0,0.9804698417307921,0.0,0.01597942505400303,0.0026488208062483234
Greece,2020-11-01,329.75922150021177,4119.699903298299,0.0,0.0,2.3997557458877285e-5,0.0,1.1595896921395957e-6,7.637732868645267e-5,0.0,7.877903501685524e-13,0.0015523392778012603,0.06537122758355535,0.9329748986620182
Greece,2021-03-15,2865.2234431575434,5116.581938574819,0.0,0.0,0.0001536099168704606,0.0,7.53854641020817e-5,0.0003133242191625987,0.0,3.838660640212699e-6,0.007113298997496572,0.7357613139558918,0.25657922878583606
Greece,2021-08-01,5658.679239755722,258.25250712880484,0.0,0.0,5.462199799897594e-6,0.0,6.8738760185017954e-6,9.896800288443067e-6,0.0,0.9558967308953336,0.0010011464056100129,0.031342431432148384,0.011737458390801231
Guatemala,2020-11-01,109.0915707394219,198.58014226813273,6.979835173042748e-8,1.43334822357782e-7,0.0,0.0031763246313953265,0.00022220047908192355,0.0,0.01819908852015954,2.883913820664926e-13,0.0002735439835915312,0.0055777986171230325,0.9725508306351861
Guatemala,2021-03-15,163.46822076429956,264.25780761396686,0.00014072987562118575,0.00015950934213846744,0.0,0.013532255082179949,0.015073971666638576,0.0,0.03231811073355938,1.824973497105794e-6,0.0031090786993109043,0.05396936965476712,0.8816951499722873
Guatemala,2021-08-01,342.4796738837791,61.860607913648515,0.009935173134846362,0.010336326699938427,0.0,0.0008163495889775042,0.04779530531349754,0.0,0.0021331087887079547,0.6362937845771868,0.00042314063301388016,0.007963490337036196,0.2843033209267952
Hong Kong,2020-11-01,714.0816222464416,975.5467264249792,1.8093839312503033e-8,0.0,1.028113924164222e-5,0.0,0.0,0.0,0.0,1.4192760862138295e-7,0.0004902545783493078,0.0015928151705168307,0.9979064890904441
Hong Kong,2021-03-15,975.7442705538643,350.5359436190006,0.0007276042279307564,0.0,0.019631546578346912,0.0,0.0,0.0,0.0,0.021950460164582894,0.16137152014660522,0.07457489794642212,0.721743970936112
Hong Kong,2021-08-01,530.5756925223553,111.47629448816868,0.0033337226194233385,0.0,0.0014989461654156446,0.0,0.0,0.0,0.0,0.9708276032860907,0.0068112280069097565,0.017325979351363537,0.0002025205707970249
Iceland,2020-11-01,2960.133309142382,1546.3620178822266,0.0,0.0,0.0,0.0,2.2643308179202538e-5,1.543663084232309e-5,0.0,8.034570285553386e-16,1.3350003261971984e-5,0.0013786029428737882,0.998569967114842
Iceland,2021-03-15,2041.283364664997,2495.932998881668,0.0,0.0,0.0,0.0,0.021273946991668582,0.0016616800618624032,0.0,4.005271781509119e-6,0.002656898081483407,0.8520138539414366,0.12238961565176748
Iceland,2021-08-01,2099.827275861276,2438.7890348882556,0.0,0.0,0.0,0.0,0.0001356039269305349,2.1317034754522466e-7,0.0,0.9968704147153372,7.156034402434203e-5,0.0029203413006451454,1.8665427152540801e-6
India,2020-11-01,3986.818198183296,20274.053228311117,0.0,0.0,0.008972088669751691,1.0777456031146575e-5,2.9758916295278184e-5,0.0008083377723895115,1.2893403281615174e-5,1.3336542023360662e-5,0.00046431702412705653,0.013446594915891607,0.9762418953002083
India,2021-03-15,9950.455474921662,34957.792994204,0.0,0.0,0.21829712109233998,5.0625687895220065e-5,0.00017257690581374467,0.010302943845807164,5.048837271442356e-5,0.18635152557373388,0.00969449645631407,0.17476416475313497,0.40031605731224645
India,2021-08-01,33900.71299937011,3696.247606832976,0.0,0.0,0.0014193454552647432,2.509757451715717e-7,2.447555413950646e-5,4.4561032234689536e-5,2.0723945990382803e-7,0.9961905594163296,8.58191601978673e-5,0.0008235452224135639,0.0014112359442144944
Indonesia,2020-11-01,266.50614462167965,2478.2077761867686,0.0,0.0,0.00040576819075679234,0.0,0.0,0.0010261940012157493,0.0,1.6606335125729378e-6,0.0004323492792612837,0.0018380879083116771,0.996295939986942
Indonesia,2021-03-15,1694.1741789608704,3683.96964869232,0.0,0.0,0.0006092217717291354,0.0,0.0,0.0022171546636733925,0.0,0.004946797055388853,0.005233074239235363,0.016172206516928325,0.9708215457530448
Indonesia,2021-08-01,4435.603216081865,689.6358877627841,0.0,0.0,3.2932185885196964e-6,0.0,0.0,1.2090830379464814e-5,0.0,0.9908245696208381,0.0001641596168545719,0.0005735368644356799,0.008422349848903395
Ireland,2020-11-01,769.1415150885791,10219.6436216045,1.3838050155619716e-8,1.868562047303364e-9,5.4307764276652875e-6,0.00021740301477416818,0.0003599840272343051,0.00012914175703173907,1.0292647968692529e-5,1.1440275608144826e-11,0.002777241437229234,0.06756962190255213,0.9289308687187295
Ireland,2021-03-15,6258.234419348285,18343.961818975873,3.087217693862365e-5,7.521568988042981e-6,0.00425110126814736,0.0008237814923534528,0.0021102262080934936,0.003937496642025454,0.0004402517796145754,3.9232369836539336e-5,0.005357567157860517,0.9219891633912275,0.06101278594491427
